Timestamp,Score,Which building do you currently live in?,What is your current class year?,How long have you lived in on-campus housing?,Do you have a Resident Assistant (RA) assigned to your community?,My residence hall feels like a safe environment.,"I feel comfortable walking in and around my hall, even at night.",My hall provides a welcoming and inclusive community.,"Physical facilities (cleanliness, maintenance, common spaces) meet my needs.","Amenities (lounges, study areas, kitchens) are adequate and usable.",Community events and programs contribute to my sense of belonging.,I feel a strong sense of belonging in my residence hall.,I have developed meaningful friendships within my hall.,People in my hall notice when I am not around.,I feel that my presence and participation matter to others in my community.,I feel comfortable expressing my identity in my residence hall.,My hall environment makes it easy to meet and connect with others.,What makes you feel a sense of belonging—or not belonging—in your hall community?,My RA is approachable and easy to contact.,"My RA keeps me informed about hall policies, resources, and events.",My RA supports my personal and academic success.,My RA responds to my needs in a timely manner.,My RA encourages community connection and belonging.,I feel comfortable seeking assistance from my RA when needed.,How often do you interact with your RA?,Professional staff are visible and accessible in my hall.,Professional staff respond effectively to student concerns.,Professional staff follow up after issues are reported.,Professional staff promote an inclusive and welcoming environment.,I have opportunities to share feedback with professional staff.,I believe my opinions are considered in hall-level decisions.,I feel empowered to make decisions that affect my residential experience.,Living on campus helps me reflect on my personal values and goals.,"When I disagree with staff or policies, I feel comfortable expressing my perspective.",My experiences in the hall have helped me become more independent and confident.,Living in on-campus housing has positively impacted my USF experience.,I would recommend living on campus to other students.,"If given the option, I would choose to live on campus again.","Because of my residential experience, I feel more connected to the broader USF community.",What has been the most positive aspect of your residence hall experience?,What would most improve your satisfaction or sense of belonging?,Please check any challenges you have experienced:,Any additional comments for Residence Life staff?
2025-10-27 09:00:00,,Lone Mountain North,Senior,1 semester,Yes,5,3,3,2,5,2,4,4,2,5,2,3,"Overall, things have been okay.",5,2,5,4,4,5,Weekly,5,3,1,4,4,2,5,4,5,4,5,4,5,4,Supportive RA and caring community.,Improved cleanliness in shared bathrooms and kitchens.,"Staff unavailability, Maintenance delays, Roommate conflict",Thank you for your support this year.
2025-10-27 12:00:00,,Toler,First-year,3+ semesters,Yes,5,5,2,3,4,4,5,5,4,5,4,4,I don't have additional comments.,2,2,4,3,4,2,A few times per month,4,2,2,3,4,3,4,4,3,2,2,5,3,3,Events that make the hall feel like home.,Improved cleanliness in shared bathrooms and kitchens.,Lack of community,Thank you for your support this year.
2025-10-27 15:00:00,,Lone Mountain East,First-year,2 semesters,No / Graduate housing / Not sure,5,5,4,3,5,4,4,5,2,4,3,5,"Mixed experiences, some positive and some challenging.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,4,4,3,5,4,5,4,5,5,3,3,3,5,Meeting friends and feeling part of a community.,More inclusive community events at different times.,Lack of community,I feel more connected to USF because of my time in the hall.
2025-10-27 18:00:00,,Lone Mountain East,First-year,1 semester,No / Graduate housing / Not sure,2,3,4,3,3,4,2,5,4,5,3,4,"Overall, things have been okay.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,4,3,4,3,3,5,2,1,3,4,4,5,Meeting friends and feeling part of a community.,More inclusive community events at different times.,No significant challenges.,I feel more connected to USF because of my time in the hall.
2025-10-27 21:00:00,,Lone Mountain East,First-year,3+ semesters,Yes,5,5,4,3,4,3,4,5,3,3,5,3,N/A,4,5,4,5,3,4,A few times per month,2,5,4,4,4,4,4,3,4,1,4,4,3,4,Events that make the hall feel like home.,More consistent enforcement of quiet hours.,Maintenance delays,"Overall a positive experience, with room for growth."
2025-10-28 00:00:00,,Hayes-Healy,First-year,3+ semesters,Yes,4,3,3,3,3,3,3,4,4,4,4,3,N/A,3,5,3,4,4,5,A few times per month,3,1,1,4,3,5,3,4,5,3,4,3,1,1,Convenient location and easy access to campus resources.,Better communication about policies and resources.,Privacy concerns,Thank you for your support this year.
2025-10-28 03:00:00,,Hayes-Healy,Junior,2 semesters,Yes,4,4,1,5,5,5,1,3,3,5,1,4,"Overall, things have been okay.",4,2,4,3,3,4,Weekly,4,4,3,5,4,5,4,5,5,4,3,5,2,5,Convenient location and easy access to campus resources.,Better communication about policies and resources.,Noise,"Sometimes communication feels unclear, but I know you care."
2025-10-28 06:00:00,,Loyola Village,First-year,2 semesters,Yes,5,4,4,4,5,1,3,4,4,3,1,4,I don't have additional comments.,2,4,3,3,4,3,A few times per month,5,5,4,3,4,4,4,5,5,3,5,3,4,4,Quiet study spaces and respectful neighbors.,Faster response to maintenance requests.,"Roommate conflict, Maintenance delays, Noise",I feel more connected to USF because of my time in the hall.
2025-10-28 09:00:00,,Lone Mountain North,Junior,1 semester,No / Graduate housing / Not sure,5,5,3,5,5,4,3,5,5,4,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,4,3,3,2,3,5,5,4,3,5,5,5,Supportive RA and caring community.,Improved cleanliness in shared bathrooms and kitchens.,No significant challenges.,Thank you for your support this year.
2025-10-28 12:00:00,,Lone Mountain North,Senior,1 semester,Yes,4,1,4,1,5,5,3,4,5,5,3,4,"Mixed experiences, some positive and some challenging.",4,4,5,5,5,3,Rarely / never,5,4,1,5,4,2,3,5,3,4,4,4,4,2,Events that make the hall feel like home.,Better communication about policies and resources.,"Roommate conflict, Privacy concerns","Overall a positive experience, with room for growth."
2025-10-28 15:00:00,,Lone Mountain North,First-year,2 semesters,Yes,4,3,2,2,5,1,5,5,4,5,3,4,N/A,4,2,5,2,2,3,A few times per month,5,5,1,4,5,5,3,2,5,2,5,4,2,4,Events that make the hall feel like home.,Improved cleanliness in shared bathrooms and kitchens.,No significant challenges.,Thank you for your support this year.
2025-10-28 18:00:00,,Lone Mountain East,First-year,1 semester,No / Graduate housing / Not sure,4,4,1,4,3,3,5,2,4,5,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,3,4,4,4,4,4,5,5,4,4,5,5,Events that make the hall feel like home.,Improved cleanliness in shared bathrooms and kitchens.,"Staff unavailability, Noise",I feel more connected to USF because of my time in the hall.
2025-10-28 21:00:00,,Loyola Village,Sophomore,2 semesters,Yes,3,4,3,2,5,4,4,3,1,3,3,4,I don't have additional comments.,1,3,4,3,4,4,Rarely / never,3,3,2,4,1,5,4,5,4,3,3,4,3,5,Meeting friends and feeling part of a community.,Better communication about policies and resources.,Lack of community,"Sometimes communication feels unclear, but I know you care."
2025-10-29 00:00:00,,Lone Mountain North,First-year,3+ semesters,Yes,3,4,4,3,4,2,2,4,4,5,4,2,N/A,3,4,3,5,3,4,A few times per month,4,1,4,2,3,4,4,4,4,4,3,5,5,4,Quiet study spaces and respectful neighbors.,Better communication about policies and resources.,No significant challenges.,I feel more connected to USF because of my time in the hall.
2025-10-29 03:00:00,,Loyola Village,First-year,1 semester,Yes,3,2,3,5,4,4,5,4,4,3,3,3,I don't have additional comments.,1,2,1,4,3,2,Weekly,5,5,2,5,3,3,2,3,2,2,2,4,4,4,Events that make the hall feel like home.,More inclusive community events at different times.,Privacy concerns,"Sometimes communication feels unclear, but I know you care."
2025-10-29 06:00:00,,Fromm,Graduate,2 semesters,Yes,2,3,5,3,4,4,4,2,3,4,3,5,"Mixed experiences, some positive and some challenging.",3,3,4,4,3,4,Rarely / never,3,5,4,4,5,4,5,5,4,4,4,5,3,4,Supportive RA and caring community.,More consistent enforcement of quiet hours.,No significant challenges.,"Overall a positive experience, with room for growth."
2025-10-29 09:00:00,,Lone Mountain North,Other,1 semester,Yes,2,5,3,3,3,4,3,3,3,4,2,3,"Mixed experiences, some positive and some challenging.",1,4,4,3,5,5,Weekly,4,1,5,4,4,5,4,3,4,5,4,4,4,4,Convenient location and easy access to campus resources.,More consistent enforcement of quiet hours.,Staff unavailability,I feel more connected to USF because of my time in the hall.
2025-10-29 12:00:00,,Lone Mountain North,Junior,3+ semesters,Yes,5,1,4,4,3,3,4,5,5,5,3,4,"Mixed experiences, some positive and some challenging.",4,4,4,2,3,1,Rarely / never,4,1,5,4,3,5,1,3,4,2,1,3,3,5,Meeting friends and feeling part of a community.,Better communication about policies and resources.,Privacy concerns,I appreciate the effort staff put into creating community.
2025-10-29 15:00:00,,Hayes-Healy,First-year,1 semester,No / Graduate housing / Not sure,4,3,4,4,3,4,4,4,4,5,1,4,I don't have additional comments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,5,3,5,3,3,3,4,2,5,2,5,4,Quiet study spaces and respectful neighbors.,Improved cleanliness in shared bathrooms and kitchens.,"Lack of community, Maintenance delays","Overall a positive experience, with room for growth."
2025-10-29 18:00:00,,Hayes-Healy,Junior,2 semesters,No / Graduate housing / Not sure,5,5,1,4,2,4,4,1,4,4,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,3,3,1,4,4,4,4,3,4,5,2,3,Quiet study spaces and respectful neighbors.,Faster response to maintenance requests.,"Roommate conflict, Lack of community","Sometimes communication feels unclear, but I know you care."
2025-10-29 21:00:00,,Lone Mountain North,Junior,2 semesters,Yes,4,2,4,3,4,3,2,1,4,4,5,5,"Mixed experiences, some positive and some challenging.",3,1,5,1,5,5,Rarely / never,2,5,1,5,3,3,3,4,1,1,5,4,5,1,Events that make the hall feel like home.,Improved cleanliness in shared bathrooms and kitchens.,Noise,"Sometimes communication feels unclear, but I know you care."
2025-10-30 00:00:00,,Loyola Village,First-year,1 semester,Yes,1,4,3,5,5,4,4,4,4,4,5,3,I don't have additional comments.,1,3,4,4,4,4,A few times per month,3,3,3,4,5,5,2,4,5,5,4,4,5,4,Meeting friends and feeling part of a community.,More inclusive community events at different times.,"Other, Maintenance delays","Overall a positive experience, with room for growth."
2025-10-30 03:00:00,,Lone Mountain North,Sophomore,2 semesters,Yes,3,3,4,2,4,5,2,3,4,4,3,3,"Overall, things have been okay.",4,3,5,2,5,5,Rarely / never,2,5,4,1,4,3,3,5,3,4,5,4,5,5,Supportive RA and caring community.,Better communication about policies and resources.,"Privacy concerns, Maintenance delays, Noise",I appreciate the effort staff put into creating community.
2025-10-30 06:00:00,,Loyola Village,First-year,2 semesters,No / Graduate housing / Not sure,3,5,2,4,4,4,3,4,3,4,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,4,2,3,5,4,1,4,2,4,3,4,5,2,Supportive RA and caring community.,More inclusive community events at different times.,Staff unavailability,Thank you for your support this year.
2025-10-30 09:00:00,,Lone Mountain East,First-year,2 semesters,Yes,5,4,5,4,4,4,2,5,4,1,4,4,"Overall, things have been okay.",5,5,4,5,5,3,Once a month,5,3,3,5,5,3,2,4,1,5,3,4,3,3,Events that make the hall feel like home.,More inclusive community events at different times.,"Other, Lack of community","Sometimes communication feels unclear, but I know you care."
2025-10-30 12:00:00,,Lone Mountain North,Sophomore,2 semesters,Yes,3,5,5,5,4,3,5,3,4,4,5,4,"Overall, things have been okay.",1,5,5,4,3,5,A few times per month,5,2,3,3,5,4,3,5,5,5,5,4,4,5,Meeting friends and feeling part of a community.,More inclusive community events at different times.,Staff unavailability,I feel more connected to USF because of my time in the hall.
2025-10-30 15:00:00,,Lone Mountain East,First-year,3+ semesters,Yes,4,3,1,3,3,2,3,4,1,5,3,1,"Mixed experiences, some positive and some challenging.",4,2,5,3,2,5,Weekly,2,5,3,4,2,4,5,5,5,5,5,5,5,4,Quiet study spaces and respectful neighbors.,Improved cleanliness in shared bathrooms and kitchens.,No significant challenges.,Thank you for your support this year.
2025-10-30 18:00:00,,Fromm,First-year,1 semester,Yes,5,4,4,4,5,3,3,3,5,4,3,2,N/A,5,4,5,3,5,4,Weekly,4,4,4,4,5,3,4,3,2,3,4,2,3,3,Meeting friends and feeling part of a community.,More inclusive community events at different times.,Maintenance delays,I appreciate the effort staff put into creating community.
2025-10-30 21:00:00,,Hayes-Healy,Senior,2 semesters,Yes,5,5,5,2,3,1,3,3,3,5,3,4,I don't have additional comments.,4,4,4,4,3,4,Weekly,3,4,4,5,4,5,4,1,3,3,2,4,2,3,Events that make the hall feel like home.,More inclusive community events at different times.,"Lack of community, Staff unavailability, Maintenance delays","Overall a positive experience, with room for growth."
2025-10-31 00:00:00,,Lone Mountain East,Other,1 semester,Yes,3,3,3,3,4,5,5,5,4,3,1,3,"Mixed experiences, some positive and some challenging.",4,3,5,2,2,4,Weekly,3,3,4,4,3,5,4,4,4,3,3,2,3,4,Convenient location and easy access to campus resources.,More consistent enforcement of quiet hours.,No significant challenges.,"Sometimes communication feels unclear, but I know you care."
2025-10-31 03:00:00,,Lone Mountain East,Sophomore,2 semesters,Yes,1,3,5,2,5,3,4,4,4,4,3,3,I don't have additional comments.,4,4,4,2,4,2,A few times per month,3,5,5,5,5,5,4,5,3,3,5,5,3,2,Supportive RA and caring community.,More inclusive community events at different times.,"Noise, Privacy concerns, Lack of community","Overall a positive experience, with room for growth."
2025-10-31 06:00:00,,Toler,Senior,2 semesters,No / Graduate housing / Not sure,3,1,4,4,4,5,5,5,4,1,5,5,"Overall, things have been okay.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,2,2,4,3,2,4,4,3,5,4,5,4,Quiet study spaces and respectful neighbors.,Faster response to maintenance requests.,"Roommate conflict, Maintenance delays, Lack of community","Sometimes communication feels unclear, but I know you care."
2025-10-31 09:00:00,,Lone Mountain North,Other,1 semester,No / Graduate housing / Not sure,2,5,5,3,5,3,3,3,4,3,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,5,2,5,5,4,3,3,2,2,3,4,4,4,Meeting friends and feeling part of a community.,More consistent enforcement of quiet hours.,"Privacy concerns, Roommate conflict, Noise",I feel more connected to USF because of my time in the hall.
2025-10-31 12:00:00,,Lone Mountain North,First-year,1 semester,Yes,3,4,5,4,3,3,2,3,5,4,2,2,"Overall, things have been okay.",5,5,5,5,4,4,Rarely / never,4,4,3,5,4,4,3,4,4,3,2,5,4,4,Events that make the hall feel like home.,Better communication about policies and resources.,"Noise, Roommate conflict",I feel more connected to USF because of my time in the hall.
2025-10-31 15:00:00,,Loyola Village,Sophomore,3+ semesters,Yes,4,4,1,2,5,4,4,4,4,3,4,1,I don't have additional comments.,5,3,4,3,5,3,Rarely / never,5,5,4,4,4,4,4,4,3,4,4,4,5,4,Supportive RA and caring community.,Better communication about policies and resources.,"Staff unavailability, Maintenance delays","Sometimes communication feels unclear, but I know you care."
2025-10-31 18:00:00,,Lone Mountain North,First-year,1 semester,Yes,5,4,4,5,4,3,3,4,4,1,3,4,"Overall, things have been okay.",4,5,4,2,5,3,Once a month,4,3,4,4,3,4,4,4,4,3,4,3,3,1,Convenient location and easy access to campus resources.,Faster response to maintenance requests.,"Other, Noise, Maintenance delays","Sometimes communication feels unclear, but I know you care."
2025-10-31 21:00:00,,Lone Mountain North,First-year,2 semesters,No / Graduate housing / Not sure,4,4,4,5,5,5,5,5,4,4,4,4,"Mixed experiences, some positive and some challenging.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,4,2,3,5,4,3,5,4,3,4,4,5,3,Events that make the hall feel like home.,More consistent enforcement of quiet hours.,No significant challenges.,I appreciate the effort staff put into creating community.
2025-11-01 00:00:00,,Lone Mountain North,Junior,1 semester,Yes,4,4,2,2,4,5,5,2,3,4,4,5,"Overall, things have been okay.",5,1,4,4,4,4,Rarely / never,5,4,5,4,4,2,4,5,3,3,4,2,1,3,Events that make the hall feel like home.,More inclusive community events at different times.,No significant challenges.,"Sometimes communication feels unclear, but I know you care."
2025-11-01 03:00:00,,Lone Mountain North,Sophomore,3+ semesters,No / Graduate housing / Not sure,3,4,3,1,5,5,4,5,3,4,1,2,I don't have additional comments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,3,1,4,5,4,3,4,5,5,2,2,Supportive RA and caring community.,Better communication about policies and resources.,Maintenance delays,I feel more connected to USF because of my time in the hall.
2025-11-01 06:00:00,,Lone Mountain East,Sophomore,1 semester,Yes,5,4,5,2,5,3,5,5,4,3,5,3,N/A,3,3,4,4,3,3,Once a month,4,5,3,1,1,3,3,4,2,4,3,4,3,4,Events that make the hall feel like home.,More consistent enforcement of quiet hours.,No significant challenges.,"Sometimes communication feels unclear, but I know you care."
2025-11-01 09:00:00,,Loyola Village,First-year,1 semester,No / Graduate housing / Not sure,4,3,1,5,4,5,4,4,3,4,5,4,I don't have additional comments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,4,5,5,3,4,4,2,4,4,5,3,2,Supportive RA and caring community.,Faster response to maintenance requests.,"Other, Noise","Overall a positive experience, with room for growth."
2025-11-01 12:00:00,,Lone Mountain North,First-year,3+ semesters,Yes,5,5,4,3,5,2,3,3,3,4,4,3,"Mixed experiences, some positive and some challenging.",3,2,5,5,1,5,A few times per month,5,4,5,3,3,2,4,4,5,3,4,5,4,4,Supportive RA and caring community.,Better communication about policies and resources.,No significant challenges.,"Sometimes communication feels unclear, but I know you care."
2025-11-01 15:00:00,,Toler,Senior,3+ semesters,Yes,5,5,5,4,4,5,4,4,3,4,4,4,N/A,4,4,4,5,4,2,A few times per month,4,4,4,4,4,3,4,4,3,1,4,5,4,3,Events that make the hall feel like home.,More consistent enforcement of quiet hours.,"Privacy concerns, Lack of community","Overall a positive experience, with room for growth."
2025-11-01 18:00:00,,Toler,First-year,1 semester,Yes,3,3,3,4,4,4,1,3,4,4,4,5,"Overall, things have been okay.",3,5,4,4,3,4,Rarely / never,4,5,5,3,4,5,4,4,3,3,5,4,3,2,Supportive RA and caring community.,Improved cleanliness in shared bathrooms and kitchens.,Staff unavailability,"Overall a positive experience, with room for growth."
2025-11-01 21:00:00,,Lone Mountain East,First-year,1 semester,Yes,2,4,4,5,5,3,5,5,3,1,3,4,I don't have additional comments.,1,3,4,5,4,4,A few times per month,4,5,3,3,3,4,4,4,2,3,4,2,2,3,Convenient location and easy access to campus resources.,Faster response to maintenance requests.,"Staff unavailability, Noise","Sometimes communication feels unclear, but I know you care."
2025-11-02 00:00:00,,Lone Mountain East,First-year,2 semesters,Yes,3,2,5,4,3,3,2,4,5,5,2,4,I don't have additional comments.,2,3,4,5,5,3,Rarely / never,2,5,4,3,4,1,3,4,5,3,4,3,4,4,Supportive RA and caring community.,Better communication about policies and resources.,Roommate conflict,I feel more connected to USF because of my time in the hall.
2025-11-02 03:00:00,,Hayes-Healy,Sophomore,3+ semesters,Yes,4,5,4,4,4,1,3,5,4,2,4,5,"Overall, things have been okay.",5,4,5,2,3,4,Weekly,5,2,5,3,3,5,4,2,5,5,2,5,1,4,Meeting friends and feeling part of a community.,Faster response to maintenance requests.,"Roommate conflict, Noise",I feel more connected to USF because of my time in the hall.
2025-11-02 06:00:00,,Gillson,Sophomore,1 semester,Yes,5,5,2,5,2,3,4,4,4,4,1,2,I don't have additional comments.,2,5,2,3,4,4,Weekly,2,3,4,4,5,5,5,4,5,3,4,5,5,5,Supportive RA and caring community.,More inclusive community events at different times.,"Maintenance delays, Other",Thank you for your support this year.
2025-11-02 09:00:00,,Lone Mountain North,Sophomore,2 semesters,Yes,3,5,2,3,3,5,1,4,2,3,5,5,I don't have additional comments.,2,4,5,4,3,3,A few times per month,3,5,3,5,5,5,3,4,4,3,2,5,5,2,Convenient location and easy access to campus resources.,Faster response to maintenance requests.,"Noise, Roommate conflict",I appreciate the effort staff put into creating community.
2025-11-02 12:00:00,,Hayes-Healy,First-year,2 semesters,Yes,5,3,5,5,5,5,2,4,4,4,4,4,"Overall, things have been okay.",4,2,4,2,1,3,Weekly,3,5,5,4,3,5,5,3,5,4,1,3,4,4,Convenient location and easy access to campus resources.,More inclusive community events at different times.,"Roommate conflict, Other",I feel more connected to USF because of my time in the hall.
2025-11-02 15:00:00,,Lone Mountain East,First-year,2 semesters,Yes,4,3,3,2,3,5,4,4,1,3,4,4,"Mixed experiences, some positive and some challenging.",3,4,2,3,5,5,Rarely / never,3,4,2,5,4,5,3,3,4,4,4,3,4,5,Quiet study spaces and respectful neighbors.,More inclusive community events at different times.,"Lack of community, Roommate conflict","Sometimes communication feels unclear, but I know you care."
2025-11-02 18:00:00,,Lone Mountain North,Senior,2 semesters,No / Graduate housing / Not sure,3,3,4,4,3,2,2,5,4,5,3,5,"Mixed experiences, some positive and some challenging.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,4,4,4,4,4,3,5,1,4,5,4,3,Meeting friends and feeling part of a community.,Faster response to maintenance requests.,Staff unavailability,I appreciate the effort staff put into creating community.
2025-11-02 21:00:00,,Hayes-Healy,Sophomore,2 semesters,Yes,3,2,2,5,3,4,4,3,3,3,5,4,"Overall, things have been okay.",5,3,4,5,5,4,Once a month,4,4,5,4,5,5,4,5,5,3,5,2,4,2,Supportive RA and caring community.,More consistent enforcement of quiet hours.,No significant challenges.,"Overall a positive experience, with room for growth."
2025-11-03 00:00:00,,Loyola Village,Sophomore,1 semester,Yes,4,2,4,4,4,3,3,5,5,4,3,4,"Overall, things have been okay.",4,2,4,4,4,4,Weekly,3,4,5,3,3,5,4,5,1,5,4,4,5,3,Meeting friends and feeling part of a community.,Improved cleanliness in shared bathrooms and kitchens.,"Maintenance delays, Staff unavailability","Overall a positive experience, with room for growth."
2025-11-03 03:00:00,,Toler,Junior,3+ semesters,No / Graduate housing / Not sure,4,2,5,4,5,4,3,5,3,3,3,3,"Mixed experiences, some positive and some challenging.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,5,5,2,4,3,5,4,4,2,5,3,5,2,Meeting friends and feeling part of a community.,More consistent enforcement of quiet hours.,"Privacy concerns, Noise",Thank you for your support this year.
2025-11-03 06:00:00,,Lone Mountain North,Junior,3+ semesters,No / Graduate housing / Not sure,4,5,4,3,5,3,3,5,4,1,3,4,I don't have additional comments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,5,5,5,5,3,4,3,4,3,3,4,5,Convenient location and easy access to campus resources.,Faster response to maintenance requests.,"Lack of community, Noise",Thank you for your support this year.
2025-11-03 09:00:00,,Toler,First-year,2 semesters,Yes,3,2,5,4,2,3,5,4,3,4,4,4,I don't have additional comments.,1,3,3,2,3,5,Weekly,5,4,2,4,3,5,4,4,2,5,4,4,4,3,Meeting friends and feeling part of a community.,Faster response to maintenance requests.,"Roommate conflict, Lack of community, Other",I feel more connected to USF because of my time in the hall.
2025-11-03 12:00:00,,Hayes-Healy,First-year,1 semester,No / Graduate housing / Not sure,4,2,3,3,4,4,5,5,4,4,5,3,I don't have additional comments.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,4,5,4,4,5,4,4,5,3,5,5,5,4,Convenient location and easy access to campus resources.,More consistent enforcement of quiet hours.,Staff unavailability,"Overall a positive experience, with room for growth."
2025-11-03 15:00:00,,Fromm,Sophomore,1 semester,Yes,3,5,4,4,4,3,2,3,4,4,3,4,"Overall, things have been okay.",2,4,4,1,4,4,A few times per month,3,5,4,5,2,5,5,5,1,4,4,5,1,5,Convenient location and easy access to campus resources.,More consistent enforcement of quiet hours.,"Noise, Maintenance delays",I appreciate the effort staff put into creating community.
2025-11-03 18:00:00,,Gillson,First-year,2 semesters,Yes,5,4,5,4,4,4,5,5,3,5,5,4,"Overall, things have been okay.",2,4,4,2,3,3,Rarely / never,1,3,4,3,4,3,4,2,4,3,5,4,4,3,Quiet study spaces and respectful neighbors.,Improved cleanliness in shared bathrooms and kitchens.,Other,I feel more connected to USF because of my time in the hall.
2025-11-03 21:00:00,,Toler,Senior,1 semester,Yes,3,5,4,3,4,4,4,2,3,4,3,3,N/A,4,3,5,3,4,3,Rarely / never,1,4,3,5,3,4,5,1,5,3,4,4,4,4,Convenient location and easy access to campus resources.,Improved cleanliness in shared bathrooms and kitchens.,Privacy concerns,Thank you for your support this year.
2025-11-04 00:00:00,,Gillson,Sophomore,3+ semesters,Yes,2,4,3,3,3,2,4,3,2,5,4,1,"Mixed experiences, some positive and some challenging.",2,4,4,4,4,4,A few times per month,3,2,5,3,5,4,5,4,4,3,3,5,4,2,Convenient location and easy access to campus resources.,More inclusive community events at different times.,"Lack of community, Privacy concerns",I feel more connected to USF because of my time in the hall.
2025-11-04 03:00:00,,Lone Mountain North,Junior,1 semester,Yes,4,5,5,3,4,5,4,4,2,3,1,4,I don't have additional comments.,2,4,3,3,5,2,A few times per month,5,2,4,5,4,4,3,3,3,5,4,4,3,4,Supportive RA and caring community.,More inclusive community events at different times.,No significant challenges.,Thank you for your support this year.
2025-11-04 06:00:00,,Lone Mountain East,Senior,2 semesters,Yes,4,4,3,3,4,4,4,3,5,5,4,1,"Mixed experiences, some positive and some challenging.",4,3,3,2,2,4,Weekly,4,4,5,3,2,5,5,4,4,3,3,4,3,2,Quiet study spaces and respectful neighbors.,Improved cleanliness in shared bathrooms and kitchens.,No significant challenges.,"Overall a positive experience, with room for growth."
2025-11-04 09:00:00,,Lone Mountain North,Sophomore,3+ semesters,Yes,4,4,4,2,4,5,5,3,4,4,4,2,"Overall, things have been okay.",4,5,3,3,1,3,A few times per month,3,2,3,2,5,5,5,5,5,2,1,4,3,3,Quiet study spaces and respectful neighbors.,More consistent enforcement of quiet hours.,"Maintenance delays, Other, Noise",I feel more connected to USF because of my time in the hall.
2025-11-04 12:00:00,,Lone Mountain North,Senior,1 semester,Yes,4,4,5,5,4,4,4,5,1,4,4,4,"Mixed experiences, some positive and some challenging.",2,3,4,3,2,1,A few times per month,5,5,3,4,5,4,3,2,3,5,3,3,4,3,Quiet study spaces and respectful neighbors.,Faster response to maintenance requests.,"Maintenance delays, Lack of community, Roommate conflict","Overall a positive experience, with room for growth."
2025-11-04 15:00:00,,Lone Mountain North,Sophomore,1 semester,Yes,5,4,3,4,5,4,4,3,5,5,3,2,"Overall, things have been okay.",1,3,3,1,3,3,A few times per month,4,5,4,3,4,5,4,4,3,3,3,2,5,4,Supportive RA and caring community.,Faster response to maintenance requests.,"Lack of community, Roommate conflict","Overall a positive experience, with room for growth."
2025-11-04 18:00:00,,Loyola Village,Senior,2 semesters,Yes,4,3,3,2,4,4,3,4,1,4,5,3,"Overall, things have been okay.",3,5,4,4,4,5,Once a month,3,1,1,5,4,3,3,4,4,5,3,5,5,4,Meeting friends and feeling part of a community.,Faster response to maintenance requests.,"Other, Lack of community",I appreciate the effort staff put into creating community.
2025-11-04 21:00:00,,Loyola Village,First-year,2 semesters,Yes,4,4,1,4,3,5,2,2,4,5,5,4,N/A,3,5,5,2,2,4,Rarely / never,4,5,4,4,3,5,4,5,5,4,5,4,3,4,Convenient location and easy access to campus resources.,Better communication about policies and resources.,"Noise, Other, Maintenance delays",I appreciate the effort staff put into creating community.
2025-11-05 00:00:00,,Fromm,Sophomore,1 semester,Yes,4,3,3,5,5,4,4,5,4,4,4,3,I don't have additional comments.,5,3,4,3,4,5,Weekly,3,4,3,3,4,2,2,4,3,4,3,3,3,2,Quiet study spaces and respectful neighbors.,Better communication about policies and resources.,"Other, Noise",I appreciate the effort staff put into creating community.
2025-11-05 03:00:00,,Toler,Sophomore,2 semesters,Yes,2,5,3,3,5,3,1,5,5,2,4,5,"Mixed experiences, some positive and some challenging.",5,5,3,4,4,4,Weekly,5,4,4,3,1,4,4,3,3,5,5,3,5,5,Convenient location and easy access to campus resources.,Better communication about policies and resources.,No significant challenges.,Thank you for your support this year.
2025-11-05 06:00:00,,Toler,First-year,3+ semesters,Yes,4,3,4,3,3,2,3,4,4,4,5,5,I don't have additional comments.,4,4,3,4,2,5,Weekly,3,5,2,5,3,2,4,4,5,4,4,5,4,2,Meeting friends and feeling part of a community.,Faster response to maintenance requests.,"Roommate conflict, Other",I appreciate the effort staff put into creating community.
2025-11-05 09:00:00,,Toler,First-year,1 semester,Yes,3,3,3,1,4,4,2,4,4,4,3,4,N/A,4,3,4,3,5,5,Weekly,4,4,3,4,5,4,4,4,3,2,1,4,4,5,Meeting friends and feeling part of a community.,More consistent enforcement of quiet hours.,"Privacy concerns, Other",I appreciate the effort staff put into creating community.
